t,alt_km,lat_deg,lon_deg,density_kg_m3
2024-05-10T13:05:30Z,476.4,47.07,87.2,1.996060e-12
2024-05-10T13:06:00Z,476.0,45.16,87.26,1.984394e-12
2024-05-10T13:06:30Z,475.6,43.24,87.31,1.971884e-12
2024-05-10T13:07:00Z,475.2,41.33,87.34,1.958478e-12
2024-05-10T13:07:30Z,474.8,39.41,87.37,1.944043e-12
2024-05-10T13:08:00Z,474.5,37.5,87.39,1.928336e-12
2024-05-10T13:08:30Z,474.1,35.58,87.4,1.911490e-12
2024-05-10T13:09:00Z,473.8,33.66,87.41,1.893437e-12
2024-05-10T13:09:30Z,473.5,31.74,87.41,1.874285e-12
2024-05-10T13:10:00Z,473.2,29.82,87.4,1.853960e-12
2024-05-10T13:10:30Z,473.0,27.9,87.39,1.832502e-12
2024-05-10T13:11:00Z,472.7,25.98,87.38,1.809966e-12
2024-05-10T13:11:30Z,472.5,24.06,87.36,1.786455e-12
2024-05-10T13:12:00Z,472.4,22.14,87.34,1.762142e-12
2024-05-10T13:12:30Z,472.3,20.22,87.32,1.737318e-12
2024-05-10T13:13:00Z,472.2,18.3,87.29,1.712086e-12
2024-05-10T13:13:30Z,472.1,16.37,87.26,1.686727e-12
2024-05-10T13:14:00Z,472.1,14.45,87.23,1.661608e-12
2024-05-10T13:14:30Z,472.1,12.53,87.2,1.636936e-12
2024-05-10T13:15:00Z,472.2,10.6,87.17,1.612991e-12
2024-05-10T13:15:30Z,472.3,8.68,87.14,1.590188e-12
2024-05-10T13:16:00Z,472.4,6.75,87.1,1.568994e-12
2024-05-10T13:16:30Z,472.6,4.83,87.06,1.549700e-12
2024-05-10T13:17:00Z,472.8,2.9,87.03,1.532603e-12
2024-05-10T13:17:30Z,473.1,0.98,86.99,1.517860e-12
2024-05-10T13:18:00Z,473.4,-0.94,86.96,1.505898e-12
2024-05-10T13:18:30Z,473.7,-2.87,86.92,1.496471e-12
2024-05-10T13:19:00Z,474.1,-4.79,86.88,1.489662e-12
2024-05-10T13:19:30Z,474.5,-6.71,86.85,1.485226e-12
2024-05-10T13:20:00Z,475.0,-8.64,86.81,1.482835e-12
2024-05-10T13:20:30Z,475.5,-10.56,86.78,1.482349e-12
2024-05-10T13:21:00Z,476.0,-12.48,86.75,1.483312e-12
2024-05-10T13:21:30Z,476.6,-14.4,86.71,1.484498e-12
2024-05-10T13:22:00Z,477.2,-16.32,86.68,1.485990e-12
2024-05-10T13:22:30Z,477.9,-18.24,86.66,1.487305e-12
2024-05-10T13:23:00Z,478.5,-20.16,86.63,1.488170e-12
2024-05-10T13:23:30Z,479.2,-22.08,86.61,1.488390e-12
2024-05-10T13:24:00Z,480.0,-24.0,86.59,1.487574e-12
2024-05-10T13:24:30Z,480.7,-25.92,86.57,1.485311e-12
2024-05-10T13:25:00Z,481.5,-27.83,86.55,1.481715e-12
2024-05-10T13:25:30Z,482.3,-29.75,86.54,1.476629e-12
2024-05-10T13:26:00Z,483.1,-31.66,86.54,1.469881e-12
2024-05-10T13:26:30Z,483.9,-33.57,86.54,1.461577e-12
2024-05-10T13:27:00Z,484.7,-35.49,86.54,1.451348e-12
2024-05-10T13:27:30Z,485.6,-37.4,86.55,1.439342e-12
2024-05-10T13:28:00Z,486.4,-39.31,86.57,1.425657e-12
2024-05-10T13:28:30Z,487.2,-41.22,86.6,1.410360e-12
2024-05-10T13:29:00Z,488.1,-43.12,86.63,1.393426e-12
2024-05-10T13:29:30Z,488.9,-45.03,86.68,1.375038e-12
2024-05-10T13:30:00Z,489.7,-46.94,86.74,1.355585e-12
2024-05-10T13:30:30Z,490.6,-48.84,86.81,1.335138e-12
2024-05-10T13:31:00Z,491.4,-50.74,86.89,1.313831e-12
2024-05-10T13:31:30Z,492.2,-52.64,87.0,1.291888e-12
2024-05-10T13:32:00Z,492.9,-54.54,87.12,1.268901e-12
2024-05-10T13:32:30Z,493.7,-56.44,87.27,1.243719e-12
2024-05-10T13:33:00Z,494.4,-58.34,87.45,1.216888e-12
2024-05-10T13:33:30Z,495.1,-60.23,87.66,1.188599e-12
2024-05-10T13:34:00Z,495.8,-62.13,87.91,1.159109e-12
2024-05-10T13:34:30Z,496.4,-64.02,88.21,1.128786e-12
2024-05-10T13:35:00Z,497.0,-65.91,88.58,1.097812e-12
2024-05-10T13:35:30Z,497.6,-67.8,89.02,1.066596e-12
2024-05-10T13:36:00Z,498.1,-69.68,89.57,1.035433e-12
2024-05-10T13:36:30Z,498.6,-71.56,90.24,1.004553e-12
2024-05-10T13:37:00Z,499.0,-73.44,91.08,9.752447e-13
2024-05-10T13:37:30Z,499.5,-75.31,92.17,9.465184e-13
2024-05-10T13:38:00Z,499.8,-77.17,93.6,9.181981e-13
2024-05-10T13:38:30Z,500.1,-79.02,95.54,8.902587e-13
2024-05-10T13:39:00Z,500.4,-80.85,98.31,8.628782e-13
2024-05-10T13:39:30Z,500.6,-82.64,102.48,8.360563e-13
2024-05-10T13:40:00Z,500.8,-84.37,109.34,8.098004e-13
2024-05-10T13:40:30Z,500.9,-85.94,121.92,7.841495e-13
2024-05-10T13:41:00Z,501.0,-87.1,147.07,7.582987e-13
2024-05-10T13:41:30Z,501.0,-87.26,-173.86,7.337293e-13
2024-05-10T13:42:00Z,501.0,-86.28,-144.46,7.097360e-13
2024-05-10T13:42:30Z,500.9,-84.78,-129.59,6.867064e-13
2024-05-10T13:43:00Z,500.7,-83.07,-121.72,6.648984e-13
2024-05-10T13:43:30Z,500.6,-81.29,-117.05,6.449994e-13
2024-05-10T13:44:00Z,500.3,-79.47,-114.01,6.272652e-13
2024-05-10T13:44:30Z,500.1,-77.62,-111.9,6.117668e-13
2024-05-10T13:45:00Z,499.7,-75.77,-110.36,5.984079e-13
2024-05-10T13:45:30Z,499.4,-73.9,-109.2,5.871298e-13
2024-05-10T13:46:00Z,499.0,-72.02,-108.3,5.776534e-13
2024-05-10T13:46:30Z,498.5,-70.14,-107.59,5.699906e-13
2024-05-10T13:47:00Z,498.0,-68.26,-107.02,5.642982e-13
2024-05-10T13:47:30Z,497.5,-66.38,-106.55,5.604725e-13
2024-05-10T13:48:00Z,496.9,-64.49,-106.17,5.590400e-13
2024-05-10T13:48:30Z,496.3,-62.6,-105.85,5.603158e-13
2024-05-10T13:49:00Z,495.7,-60.7,-105.59,5.640579e-13
2024-05-10T13:49:30Z,495.0,-58.81,-105.37,5.708152e-13
2024-05-10T13:50:00Z,494.3,-56.91,-105.18,5.798412e-13
2024-05-10T13:50:30Z,493.6,-55.01,-105.03,5.918024e-13
2024-05-10T13:51:00Z,492.9,-53.11,-104.9,6.063668e-13
2024-05-10T13:51:30Z,492.1,-51.21,-104.79,6.232794e-13
2024-05-10T13:52:00Z,491.3,-49.31,-104.7,6.427306e-13
2024-05-10T13:52:30Z,490.5,-47.41,-104.63,6.638155e-13
2024-05-10T13:53:00Z,489.7,-45.5,-104.56,6.869951e-13
2024-05-10T13:53:30Z,488.9,-43.6,-104.52,7.120378e-13
2024-05-10T13:54:00Z,488.1,-41.69,-104.48,7.388398e-13
2024-05-10T13:54:30Z,487.3,-39.78,-104.45,7.670536e-13
2024-05-10T13:55:00Z,486.4,-37.87,-104.43,7.966651e-13
2024-05-10T13:55:30Z,485.6,-35.96,-104.42,8.271388e-13
2024-05-10T13:56:00Z,484.8,-34.05,-104.41,8.583422e-13
2024-05-10T13:56:30Z,484.0,-32.14,-104.41,8.899148e-13
2024-05-10T13:57:00Z,483.2,-30.23,-104.42,9.215781e-13
2024-05-10T13:57:30Z,482.4,-28.31,-104.42,9.528911e-13
2024-05-10T13:58:00Z,481.7,-26.4,-104.44,9.836597e-13
2024-05-10T13:58:30Z,480.9,-24.48,-104.45,1.013680e-12
2024-05-10T13:59:00Z,480.2,-22.56,-104.47,1.042795e-12
2024-05-10T13:59:30Z,479.5,-20.64,-104.5,1.070679e-12
2024-05-10T14:00:00Z,478.9,-18.73,-104.52,1.097025e-12
2024-05-10T14:00:30Z,478.2,-16.81,-104.55,1.121667e-12
2024-05-10T14:01:00Z,477.6,-14.89,-104.58,1.144503e-12
2024-05-10T14:01:30Z,477.0,-12.96,-104.61,1.165350e-12
2024-05-10T14:02:00Z,476.5,-11.04,-104.64,1.184334e-12
2024-05-10T14:02:30Z,476.0,-9.12,-104.68,1.201304e-12
2024-05-10T14:03:00Z,475.5,-7.2,-104.71,1.216324e-12
2024-05-10T14:03:30Z,475.1,-5.28,-104.75,1.229645e-12
2024-05-10T14:04:00Z,474.7,-3.35,-104.78,1.241037e-12
2024-05-10T14:04:30Z,474.3,-1.43,-104.82,1.250863e-12
2024-05-10T14:05:00Z,474.0,0.49,-104.86,1.259613e-12
2024-05-10T14:05:30Z,473.7,2.42,-104.89,1.267349e-12
2024-05-10T14:06:00Z,473.5,4.34,-104.93,1.274298e-12
2024-05-10T14:06:30Z,473.3,6.26,-104.97,1.280971e-12
2024-05-10T14:07:00Z,473.1,8.19,-105.0,1.287473e-12
2024-05-10T14:07:30Z,473.0,10.11,-105.04,1.293890e-12
2024-05-10T14:08:00Z,473.0,12.04,-105.07,1.300232e-12
2024-05-10T14:08:30Z,472.9,13.96,-105.1,1.306748e-12
2024-05-10T14:09:00Z,472.9,15.88,-105.13,1.313339e-12
2024-05-10T14:09:30Z,473.0,17.8,-105.16,1.320062e-12
2024-05-10T14:10:00Z,473.0,19.73,-105.19,1.327032e-12
2024-05-10T14:10:30Z,473.1,21.65,-105.21,1.334181e-12
2024-05-10T14:11:00Z,473.3,23.57,-105.23,1.341351e-12
2024-05-10T14:11:30Z,473.5,25.49,-105.25,1.348723e-12
2024-05-10T14:12:00Z,473.7,27.41,-105.26,1.355938e-12
2024-05-10T14:12:30Z,473.9,29.33,-105.27,1.362965e-12
2024-05-10T14:13:00Z,474.1,31.25,-105.28,1.369573e-12
2024-05-10T14:13:30Z,474.4,33.17,-105.28,1.375762e-12
2024-05-10T14:14:00Z,474.7,35.09,-105.28,1.381376e-12
2024-05-10T14:14:30Z,475.0,37.0,-105.27,1.386357e-12
2024-05-10T14:15:00Z,475.4,38.92,-105.25,1.390679e-12
2024-05-10T14:15:30Z,475.7,40.84,-105.23,1.394104e-12
2024-05-10T14:16:00Z,476.1,42.75,-105.19,1.396715e-12
2024-05-10T14:16:30Z,476.5,44.66,-105.15,1.397528e-12
2024-05-10T14:17:00Z,476.8,46.58,-105.09,1.397647e-12
2024-05-10T14:17:30Z,477.2,48.49,-105.02,1.397070e-12
2024-05-10T14:18:00Z,477.6,50.4,-104.94,1.395865e-12
2024-05-10T14:18:30Z,478.0,52.31,-104.84,1.394688e-12
2024-05-10T14:19:00Z,478.4,54.21,-104.72,1.393943e-12
2024-05-10T14:19:30Z,478.8,56.12,-104.57,1.394196e-12
2024-05-10T14:20:00Z,479.1,58.03,-104.4,1.395776e-12
2024-05-10T14:20:30Z,479.5,59.93,-104.19,1.398804e-12
2024-05-10T14:21:00Z,479.9,61.83,-103.94,1.403106e-12
2024-05-10T14:21:30Z,480.2,63.73,-103.65,1.408575e-12
2024-05-10T14:22:00Z,480.5,65.63,-103.29,1.414976e-12
2024-05-10T14:22:30Z,480.8,67.53,-102.86,1.422151e-12
2024-05-10T14:23:00Z,481.1,69.42,-102.33,1.429844e-12
2024-05-10T14:23:30Z,481.4,71.31,-101.67,1.438464e-12
2024-05-10T14:24:00Z,481.6,73.2,-100.84,1.448292e-12
2024-05-10T14:24:30Z,481.9,75.08,-99.78,1.459366e-12
2024-05-10T14:25:00Z,482.0,76.95,-98.4,1.471664e-12
2024-05-10T14:25:30Z,482.2,78.81,-96.51,1.483756e-12
2024-05-10T14:26:00Z,482.4,80.65,-93.84,1.495505e-12
2024-05-10T14:26:30Z,482.5,82.46,-89.83,1.508422e-12
2024-05-10T14:27:00Z,482.6,84.21,-83.29,1.522120e-12
2024-05-10T14:27:30Z,482.6,85.81,-71.39,1.536653e-12
2024-05-10T14:28:00Z,482.6,87.03,-47.55,1.552679e-12
2024-05-10T14:28:30Z,482.6,87.29,-8.73,1.570557e-12
2024-05-10T14:29:00Z,482.6,86.38,22.16,1.588812e-12
2024-05-10T14:29:30Z,482.5,84.89,37.88,1.606666e-12
2024-05-10T14:30:00Z,482.4,83.18,46.1,1.624585e-12
2024-05-10T14:30:30Z,482.3,81.4,50.94,1.642896e-12
2024-05-10T14:31:00Z,482.1,79.57,54.06,1.661385e-12
2024-05-10T14:31:30Z,482.0,77.71,56.22,1.680075e-12
2024-05-10T14:32:00Z,481.7,75.84,57.79,1.696897e-12
2024-05-10T14:32:30Z,481.5,73.97,58.96,1.714394e-12
2024-05-10T14:33:00Z,481.3,72.08,59.87,1.732723e-12
2024-05-10T14:33:30Z,481.0,70.19,60.59,1.752071e-12
2024-05-10T14:34:00Z,480.7,68.3,61.17,1.772374e-12
2024-05-10T14:34:30Z,480.3,66.41,61.64,1.793078e-12
2024-05-10T14:35:00Z,480.0,64.51,62.03,1.813618e-12
2024-05-10T14:35:30Z,479.6,62.61,62.35,1.832361e-12
2024-05-10T14:36:00Z,479.3,60.7,62.62,1.848950e-12
2024-05-10T14:36:30Z,478.9,58.8,62.84,1.863908e-12
2024-05-10T14:37:00Z,478.5,56.9,63.02,1.877147e-12
2024-05-10T14:37:30Z,478.1,54.99,63.18,1.888789e-12
2024-05-10T14:38:00Z,477.7,53.08,63.31,1.899044e-12
2024-05-10T14:38:30Z,477.3,51.17,63.42,1.907985e-12
2024-05-10T14:39:00Z,476.9,49.26,63.51,1.915458e-12
2024-05-10T14:39:30Z,476.5,47.35,63.59,1.921469e-12
2024-05-10T14:40:00Z,476.1,45.44,63.65,1.925878e-12
2024-05-10T14:40:30Z,475.7,43.52,63.7,1.928752e-12
2024-05-10T14:41:00Z,475.3,41.61,63.73,1.929392e-12
2024-05-10T14:41:30Z,474.9,39.7,63.76,1.928354e-12
2024-05-10T14:42:00Z,474.5,37.78,63.78,1.925719e-12
2024-05-10T14:42:30Z,474.2,35.86,63.79,1.921480e-12
2024-05-10T14:43:00Z,473.9,33.94,63.8,1.915692e-12
2024-05-10T14:43:30Z,473.6,32.03,63.8,1.908435e-12
2024-05-10T14:44:00Z,473.3,30.11,63.8,1.899861e-12
2024-05-10T14:44:30Z,473.0,28.19,63.79,1.890138e-12
2024-05-10T14:45:00Z,472.8,26.27,63.77,1.879579e-12
2024-05-10T14:45:30Z,472.6,24.35,63.76,1.868268e-12
2024-05-10T14:46:00Z,472.4,22.42,63.74,1.856466e-12
2024-05-10T14:46:30Z,472.3,20.5,63.72,1.844185e-12
2024-05-10T14:47:00Z,472.2,18.58,63.69,1.832066e-12
2024-05-10T14:47:30Z,472.2,16.66,63.66,1.820193e-12
2024-05-10T14:48:00Z,472.1,14.73,63.63,1.808642e-12
2024-05-10T14:48:30Z,472.1,12.81,63.6,1.797333e-12
2024-05-10T14:49:00Z,472.2,10.88,63.57,1.786249e-12
2024-05-10T14:49:30Z,472.3,8.96,63.53,1.775444e-12
2024-05-10T14:50:00Z,472.4,7.04,63.5,1.764547e-12
2024-05-10T14:50:30Z,472.6,5.11,63.46,1.753343e-12
2024-05-10T14:51:00Z,472.8,3.19,63.43,1.741629e-12
2024-05-10T14:51:30Z,473.1,1.26,63.39,1.728962e-12
2024-05-10T14:52:00Z,473.4,-0.66,63.36,1.715035e-12
2024-05-10T14:52:30Z,473.7,-2.58,63.32,1.699324e-12
2024-05-10T14:53:00Z,474.1,-4.51,63.28,1.681516e-12
2024-05-10T14:53:30Z,474.5,-6.43,63.25,1.661536e-12
2024-05-10T14:54:00Z,475.0,-8.35,63.21,1.638902e-12
2024-05-10T14:54:30Z,475.5,-10.28,63.18,1.613616e-12
2024-05-10T14:55:00Z,476.0,-12.2,63.14,1.585376e-12
2024-05-10T14:55:30Z,476.6,-14.12,63.11,1.554264e-12
2024-05-10T14:56:00Z,477.2,-16.04,63.08,1.520496e-12
2024-05-10T14:56:30Z,477.8,-17.96,63.05,1.484304e-12
2024-05-10T14:57:00Z,478.5,-19.88,63.03,1.446038e-12
2024-05-10T14:57:30Z,479.2,-21.8,63.0,1.406022e-12
2024-05-10T14:58:00Z,479.9,-23.72,62.98,1.364931e-12
2024-05-10T14:58:30Z,480.7,-25.63,62.96,1.323368e-12
2024-05-10T14:59:00Z,481.4,-27.55,62.95,1.281777e-12
2024-05-10T14:59:30Z,482.2,-29.46,62.94,1.240999e-12
2024-05-10T15:00:00Z,483.0,-31.38,62.93,1.213148e-12
2024-05-10T15:00:30Z,483.8,-33.29,62.93,1.172566e-12
2024-05-10T15:01:00Z,484.7,-35.2,62.93,1.131757e-12
2024-05-10T15:01:30Z,485.5,-37.12,62.94,1.092584e-12
2024-05-10T15:02:00Z,486.3,-39.03,62.96,1.057163e-12
2024-05-10T15:02:30Z,487.2,-40.93,62.99,1.027168e-12
2024-05-10T15:03:00Z,488.0,-42.84,63.02,1.003734e-12
2024-05-10T15:03:30Z,488.8,-44.75,63.06,9.868729e-13
2024-05-10T15:04:00Z,489.7,-46.65,63.12,9.762016e-13
2024-05-10T15:04:30Z,490.5,-48.56,63.19,9.701797e-13
2024-05-10T15:05:00Z,491.3,-50.46,63.27,9.673168e-13
2024-05-10T15:05:30Z,492.1,-52.36,63.37,9.674293e-13
2024-05-10T15:06:00Z,492.9,-54.26,63.49,9.689488e-13
2024-05-10T15:06:30Z,493.6,-56.16,63.64,9.707535e-13
2024-05-10T15:07:00Z,494.3,-58.06,63.81,9.721781e-13
2024-05-10T15:07:30Z,495.0,-59.96,64.02,9.724978e-13
2024-05-10T15:08:00Z,495.7,-61.85,64.26,9.717085e-13
2024-05-10T15:08:30Z,496.3,-63.74,64.56,9.693656e-13
2024-05-10T15:09:00Z,496.9,-65.63,64.91,9.645364e-13
2024-05-10T15:09:30Z,497.5,-67.52,65.34,9.572050e-13
2024-05-10T15:10:00Z,498.0,-69.4,65.87,9.473391e-13
2024-05-10T15:10:30Z,498.5,-71.28,66.52,9.354006e-13
2024-05-10T15:11:00Z,499.0,-73.16,67.34,9.210278e-13
2024-05-10T15:11:30Z,499.4,-75.03,68.38,9.037652e-13
2024-05-10T15:12:00Z,499.8,-76.89,69.75,8.848897e-13
2024-05-10T15:12:30Z,500.1,-78.75,71.6,8.650776e-13
2024-05-10T15:13:00Z,500.3,-80.58,74.22,8.444270e-13
