t,alt_km,lat_deg,lon_deg,density_kg_m3
2024-05-10T13:45:00Z,490.288,26.266,-130.233,7.520961e-13
2024-05-10T13:46:00Z,490.792,30.094,-130.396,7.611198e-13
2024-05-10T13:47:00Z,491.358,33.919,-130.552,7.760338e-13
2024-05-10T13:48:00Z,491.969,37.742,-130.698,8.058396e-13
2024-05-10T13:49:00Z,492.607,41.562,-130.834,7.775338e-13
2024-05-10T13:50:00Z,493.254,45.379,-130.956,7.938610e-13
2024-05-10T13:51:00Z,493.889,49.194,-131.058,8.429797e-13
2024-05-10T13:52:00Z,494.495,53.006,-131.136,8.753593e-13
2024-05-10T13:53:00Z,495.052,56.815,-131.181,8.742675e-13
2024-05-10T13:54:00Z,495.544,60.621,-131.179,9.432653e-13
2024-05-10T13:55:00Z,495.954,64.424,-131.110,1.108938e-12
2024-05-10T13:56:00Z,496.266,68.225,-130.937,8.995368e-13
2024-05-10T13:57:00Z,496.468,72.023,-130.596,9.572929e-13
2024-05-10T13:58:00Z,496.549,75.816,-129.951,1.028458e-12
2024-05-10T13:59:00Z,496.500,79.603,-128.671,1.057559e-12
2024-05-10T14:00:00Z,496.315,83.374,-125.669,1.116309e-12
2024-05-10T14:01:00Z,495.989,87.069,-114.369,1.261340e-12
2024-05-10T14:02:00Z,495.521,88.533,0.868,1.269432e-12
2024-05-10T14:03:00Z,494.914,85.040,32.892,1.184580e-12
2024-05-10T14:04:00Z,494.170,81.285,37.819,1.128280e-12
2024-05-10T14:05:00Z,493.298,77.500,39.634,1.309873e-12
2024-05-10T14:06:00Z,492.306,73.705,40.500,1.556539e-12
2024-05-10T14:07:00Z,491.208,69.904,40.952,1.681433e-12
2024-05-10T14:08:00Z,490.016,66.098,41.189,1.759686e-12
2024-05-10T14:09:00Z,488.748,62.289,41.299,1.839946e-12
2024-05-10T14:10:00Z,487.422,58.476,41.328,1.911851e-12
2024-05-10T14:11:00Z,486.057,54.659,41.302,1.996041e-12
2024-05-10T14:12:00Z,484.675,50.838,41.237,2.082855e-12
2024-05-10T14:13:00Z,483.296,47.014,41.145,2.161011e-12
2024-05-10T14:14:00Z,481.944,43.186,41.031,2.230715e-12
2024-05-10T14:15:00Z,480.640,39.354,40.902,2.291413e-12
2024-05-10T14:16:00Z,479.405,35.519,40.759,2.345260e-12
2024-05-10T14:17:00Z,478.263,31.681,40.607,2.380782e-12
2024-05-10T14:18:00Z,477.232,27.839,40.447,2.411423e-12
2024-05-10T14:19:00Z,476.332,23.995,40.281,2.419300e-12
2024-05-10T14:20:00Z,475.579,20.148,40.110,2.426135e-12
2024-05-10T14:21:00Z,474.988,16.300,39.936,2.413510e-12
2024-05-10T14:22:00Z,474.572,12.449,39.758,2.424997e-12
2024-05-10T14:23:00Z,474.341,8.598,39.578,2.455044e-12
2024-05-10T14:24:00Z,474.301,4.746,39.397,2.452335e-12
2024-05-10T14:25:00Z,474.457,0.893,39.215,2.448502e-12
2024-05-10T14:26:00Z,474.810,-2.959,39.033,2.495912e-12
2024-05-10T14:27:00Z,475.357,-6.811,38.851,2.497152e-12
2024-05-10T14:28:00Z,476.094,-10.661,38.671,2.460738e-12
2024-05-10T14:29:00Z,477.011,-14.510,38.492,2.392495e-12
2024-05-10T14:30:00Z,478.098,-18.357,38.316,2.295146e-12
2024-05-10T14:31:00Z,479.342,-22.201,38.143,2.193546e-12
2024-05-10T14:32:00Z,480.724,-26.042,37.974,2.084135e-12
2024-05-10T14:33:00Z,482.228,-29.880,37.811,1.975379e-12
2024-05-10T14:34:00Z,483.832,-33.714,37.655,1.864911e-12
2024-05-10T14:35:00Z,485.515,-37.545,37.508,1.737986e-12
2024-05-10T14:36:00Z,487.253,-41.372,37.371,1.610043e-12
2024-05-10T14:37:00Z,489.023,-45.195,37.249,1.511168e-12
2024-05-10T14:38:00Z,490.801,-49.014,37.146,1.420961e-12
2024-05-10T14:39:00Z,492.563,-52.828,37.066,1.303083e-12
2024-05-10T14:40:00Z,494.285,-56.639,37.020,1.171435e-12
2024-05-10T14:41:00Z,495.944,-60.445,37.019,1.044745e-12
2024-05-10T14:42:00Z,497.520,-64.248,37.084,9.114356e-13
2024-05-10T14:43:00Z,498.992,-68.046,37.250,8.171076e-13
2024-05-10T14:44:00Z,500.342,-71.840,37.579,7.649092e-13
2024-05-10T14:45:00Z,501.553,-75.629,38.202,7.965038e-13
2024-05-10T14:46:00Z,502.613,-79.410,39.432,8.721464e-13
2024-05-10T14:47:00Z,503.509,-83.175,42.273,7.857933e-13
2024-05-10T14:48:00Z,504.234,-86.872,52.487,8.530173e-13
2024-05-10T14:49:00Z,504.781,-88.682,162.462,9.114261e-13
2024-05-10T14:50:00Z,505.148,-85.265,-159.457,8.024618e-13
2024-05-10T14:51:00Z,505.335,-81.525,-154.155,6.792504e-13
2024-05-10T14:52:00Z,505.345,-77.754,-152.247,6.661240e-13
2024-05-10T14:53:00Z,505.183,-73.973,-151.346,7.024415e-13
2024-05-10T14:54:00Z,504.858,-70.187,-150.875,6.711422e-13
2024-05-10T14:55:00Z,504.380,-66.397,-150.629,6.520459e-13
2024-05-10T14:56:00Z,503.762,-62.604,-150.513,6.186466e-13
2024-05-10T14:57:00Z,503.020,-58.808,-150.480,5.755182e-13
2024-05-10T14:58:00Z,502.169,-55.009,-150.503,5.473293e-13
2024-05-10T14:59:00Z,501.229,-51.206,-150.565,5.491822e-13
2024-05-10T15:00:00Z,500.217,-47.401,-150.656,5.642365e-13
2024-05-10T15:01:00Z,499.155,-43.592,-150.769,5.710775e-13
2024-05-10T15:02:00Z,498.064,-39.780,-150.897,5.771791e-13
2024-05-10T15:03:00Z,496.963,-35.965,-151.039,5.755152e-13
2024-05-10T15:04:00Z,495.874,-32.146,-151.191,5.594108e-13
2024-05-10T15:05:00Z,494.815,-28.325,-151.350,5.560061e-13
2024-05-10T15:06:00Z,493.807,-24.501,-151.516,5.676209e-13
2024-05-10T15:07:00Z,492.866,-20.674,-151.687,5.643450e-13
2024-05-10T15:08:00Z,492.008,-16.844,-151.861,5.868461e-13
2024-05-10T15:09:00Z,491.246,-13.013,-152.039,6.347411e-13
2024-05-10T15:10:00Z,490.592,-9.180,-152.219,6.588923e-13
2024-05-10T15:11:00Z,490.056,-5.346,-152.400,6.791831e-13
2024-05-10T15:12:00Z,489.642,-1.511,-152.583,7.246675e-13
2024-05-10T15:13:00Z,489.356,2.325,-152.765,7.581881e-13
2024-05-10T15:14:00Z,489.199,6.160,-152.947,7.674930e-13
2024-05-10T15:15:00Z,489.168,9.996,-153.128,7.621132e-13
2024-05-10T15:16:00Z,489.259,13.830,-153.308,7.626833e-13
2024-05-10T15:17:00Z,489.465,17.664,-153.485,7.553828e-13
2024-05-10T15:18:00Z,489.778,21.496,-153.658,7.423300e-13
2024-05-10T15:19:00Z,490.185,25.326,-153.828,7.383531e-13
2024-05-10T15:20:00Z,490.673,29.155,-153.993,7.522027e-13
2024-05-10T15:21:00Z,491.227,32.981,-154.151,7.575520e-13
2024-05-10T15:22:00Z,491.829,36.804,-154.300,7.659051e-13
2024-05-10T15:23:00Z,492.463,40.625,-154.439,8.014623e-13
2024-05-10T15:24:00Z,493.109,44.443,-154.564,8.052264e-13
2024-05-10T15:25:00Z,493.748,48.258,-154.672,7.996257e-13
2024-05-10T15:26:00Z,494.362,52.071,-154.757,7.846744e-13
2024-05-10T15:27:00Z,494.932,55.881,-154.812,7.845136e-13
2024-05-10T15:28:00Z,495.440,59.687,-154.823,8.708692e-13
2024-05-10T15:29:00Z,495.870,63.492,-154.773,8.641628e-13
2024-05-10T15:30:00Z,496.205,67.293,-154.631,1.041867e-12
2024-05-10T15:31:00Z,496.433,71.091,-154.341,1.098533e-12
2024-05-10T15:32:00Z,496.542,74.886,-153.792,9.277782e-13
2024-05-10T15:33:00Z,496.523,78.675,-152.722,1.374686e-12
2024-05-10T15:34:00Z,496.369,82.452,-150.352,1.262168e-12
2024-05-10T15:35:00Z,496.075,86.182,-142.854,1.120874e-12
2024-05-10T15:36:00Z,495.639,88.973,-61.850,1.168015e-12
2024-05-10T15:37:00Z,495.062,85.949,6.618,1.188879e-12
2024-05-10T15:38:00Z,494.348,82.211,13.447,1.274731e-12
2024-05-10T15:39:00Z,493.504,78.430,15.685,1.383219e-12
2024-05-10T15:40:00Z,492.537,74.637,16.708,1.588804e-12
2024-05-10T15:41:00Z,491.459,70.837,17.236,1.606277e-12
2024-05-10T15:42:00Z,490.285,67.032,17.514,1.683941e-12
2024-05-10T15:43:00Z,489.029,63.224,17.649,1.717759e-12
2024-05-10T15:44:00Z,487.711,59.411,17.694,1.766888e-12
2024-05-10T15:45:00Z,486.350,55.595,17.679,1.829089e-12
2024-05-10T15:46:00Z,484.965,51.776,17.623,1.905065e-12
2024-05-10T15:47:00Z,483.580,47.952,17.536,2.002418e-12
2024-05-10T15:48:00Z,482.214,44.125,17.427,2.105701e-12
2024-05-10T15:49:00Z,480.892,40.294,17.301,2.196002e-12
2024-05-10T15:50:00Z,479.635,36.460,17.161,2.268717e-12
2024-05-10T15:51:00Z,478.464,32.622,17.011,2.336905e-12
2024-05-10T15:52:00Z,477.401,28.781,16.853,2.368507e-12
2024-05-10T15:53:00Z,476.464,24.938,16.688,2.423536e-12
2024-05-10T15:54:00Z,475.671,21.092,16.518,2.477420e-12
2024-05-10T15:55:00Z,475.037,17.243,16.344,2.527242e-12
2024-05-10T15:56:00Z,474.575,13.393,16.167,2.568629e-12
2024-05-10T15:57:00Z,474.296,9.542,15.987,2.599290e-12
2024-05-10T15:58:00Z,474.208,5.690,15.806,2.603572e-12
2024-05-10T15:59:00Z,474.315,1.837,15.625,2.608151e-12
2024-05-10T16:00:00Z,474.620,-2.015,15.442,2.601616e-12
2024-05-10T16:01:00Z,475.119,-5.867,15.260,2.573396e-12
2024-05-10T16:02:00Z,475.810,-9.718,15.079,2.533025e-12
2024-05-10T16:03:00Z,476.684,-13.568,14.900,2.457273e-12
2024-05-10T16:04:00Z,477.730,-17.415,14.723,2.367917e-12
2024-05-10T16:05:00Z,478.936,-21.260,14.549,2.263947e-12
2024-05-10T16:06:00Z,480.286,-25.102,14.379,2.140044e-12
2024-05-10T16:07:00Z,481.761,-28.941,14.215,1.995777e-12
2024-05-10T16:08:00Z,483.341,-32.776,14.056,1.861115e-12
2024-05-10T16:09:00Z,485.007,-36.608,13.907,1.684543e-12
2024-05-10T16:10:00Z,486.734,-40.436,13.767,1.522629e-12
2024-05-10T16:11:00Z,488.499,-44.260,13.641,1.410733e-12
2024-05-10T16:12:00Z,490.278,-48.080,13.532,1.312135e-12
2024-05-10T16:13:00Z,492.048,-51.896,13.446,1.220861e-12
2024-05-10T16:14:00Z,493.784,-55.707,13.390,1.161600e-12
2024-05-10T16:15:00Z,495.463,-59.515,13.376,1.083578e-12
2024-05-10T16:16:00Z,497.065,-63.318,13.422,1.009964e-12
2024-05-10T16:17:00Z,498.567,-67.118,13.559,9.641172e-13
2024-05-10T16:18:00Z,499.953,-70.913,13.839,8.958195e-13
2024-05-10T16:19:00Z,501.204,-74.703,14.371,8.356883e-13
2024-05-10T16:20:00Z,502.306,-78.487,15.401,7.756226e-13
2024-05-10T16:21:00Z,503.248,-82.258,17.659,7.382608e-13
2024-05-10T16:22:00Z,504.020,-85.985,24.572,6.909890e-13
2024-05-10T16:23:00Z,504.616,-88.977,94.425,7.909091e-13
2024-05-10T16:24:00Z,505.033,-86.165,173.996,8.692227e-13
2024-05-10T16:25:00Z,505.269,-82.444,-178.571,7.402334e-13
2024-05-10T16:26:00Z,505.328,-78.677,-176.211,6.767841e-13
2024-05-10T16:27:00Z,505.213,-74.898,-175.145,6.550578e-13
2024-05-10T16:28:00Z,504.932,-71.113,-174.596,6.138848e-13
2024-05-10T16:29:00Z,504.496,-67.324,-174.307,5.881873e-13
2024-05-10T16:30:00Z,503.918,-63.531,-174.165,5.807965e-13
2024-05-10T16:31:00Z,503.210,-59.736,-174.115,5.641408e-13
2024-05-10T16:32:00Z,502.390,-55.938,-174.127,5.420096e-13
2024-05-10T16:33:00Z,501.476,-52.136,-174.181,5.421351e-13
2024-05-10T16:34:00Z,500.486,-48.332,-174.266,5.625844e-13
2024-05-10T16:35:00Z,499.441,-44.524,-174.374,5.709298e-13
2024-05-10T16:36:00Z,498.361,-40.712,-174.499,5.812870e-13
2024-05-10T16:37:00Z,497.266,-36.898,-174.638,5.743866e-13
2024-05-10T16:38:00Z,496.177,-33.080,-174.788,5.645354e-13
2024-05-10T16:39:00Z,495.114,-29.259,-174.945,5.739964e-13
2024-05-10T16:40:00Z,494.096,-25.436,-175.110,5.927641e-13
2024-05-10T16:41:00Z,493.140,-21.610,-175.280,6.168542e-13
2024-05-10T16:42:00Z,492.263,-17.781,-175.454,6.345166e-13
2024-05-10T16:43:00Z,491.478,-13.950,-175.631,6.359514e-13
2024-05-10T16:44:00Z,490.798,-10.118,-175.810,6.365082e-13
2024-05-10T16:45:00Z,490.233,-6.284,-175.991,6.320994e-13
2024-05-10T16:46:00Z,489.789,-2.449,-176.174,6.065354e-13
2024-05-10T16:47:00Z,489.472,1.386,-176.356,5.905616e-13
2024-05-10T16:48:00Z,489.284,5.222,-176.538,6.136637e-13
2024-05-10T16:49:00Z,489.222,9.058,-176.720,6.503365e-13
2024-05-10T16:50:00Z,489.284,12.892,-176.900,6.773609e-13
2024-05-10T16:51:00Z,489.463,16.726,-177.078,6.949032e-13
2024-05-10T16:52:00Z,489.750,20.559,-177.253,7.094096e-13
2024-05-10T16:53:00Z,490.135,24.389,-177.424,7.235080e-13
2024-05-10T16:54:00Z,490.603,28.218,-177.590,7.471449e-13
2024-05-10T16:55:00Z,491.141,32.045,-177.749,7.793852e-13
2024-05-10T16:56:00Z,491.732,35.869,-177.901,8.149646e-13
2024-05-10T16:57:00Z,492.358,39.690,-178.043,8.115876e-13
2024-05-10T16:58:00Z,493.001,43.509,-178.172,8.442436e-13
2024-05-10T16:59:00Z,493.642,47.325,-178.285,8.661982e-13
2024-05-10T17:00:00Z,494.262,51.138,-178.377,8.718531e-13
2024-05-10T17:01:00Z,494.842,54.948,-178.439,8.921782e-13
2024-05-10T17:02:00Z,495.365,58.756,-178.463,8.846880e-13
2024-05-10T17:03:00Z,495.813,62.560,-178.431,8.712463e-13
2024-05-10T17:04:00Z,496.170,66.362,-178.316,9.070540e-13
2024-05-10T17:05:00Z,496.423,70.161,-178.070,1.002713e-12
2024-05-10T17:06:00Z,496.560,73.957,-177.601,1.044736e-12
2024-05-10T17:07:00Z,496.570,77.748,-176.700,1.317061e-12
2024-05-10T17:08:00Z,496.447,81.529,-174.791,1.508917e-12
2024-05-10T17:09:00Z,496.184,85.279,-169.466,1.388611e-12
2024-05-10T17:10:00Z,495.780,88.698,-130.662,1.442198e-12
2024-05-10T17:11:00Z,495.234,86.842,-21.196,1.462247e-12
2024-05-10T17:12:00Z,494.549,83.133,-11.141,1.425959e-12
2024-05-10T17:13:00Z,493.732,79.358,-8.331,1.469902e-12
2024-05-10T17:14:00Z,492.790,75.567,-7.113,1.577421e-12
2024-05-10T17:15:00Z,491.734,71.768,-6.497,1.580194e-12
2024-05-10T17:16:00Z,490.577,67.965,-6.171,1.723638e-12
2024-05-10T17:17:00Z,489.335,64.157,-6.008,1.817733e-12
2024-05-10T17:18:00Z,488.025,60.346,-5.945,1.814560e-12
2024-05-10T17:19:00Z,486.666,56.530,-5.947,1.853983e-12
2024-05-10T17:20:00Z,485.279,52.712,-5.994,1.897545e-12
2024-05-10T17:21:00Z,483.885,48.889,-6.075,1.964218e-12
2024-05-10T17:22:00Z,482.506,45.063,-6.179,2.073071e-12
2024-05-10T17:23:00Z,481.165,41.233,-6.302,2.166853e-12
2024-05-10T17:24:00Z,479.884,37.399,-6.439,2.252264e-12
2024-05-10T17:25:00Z,478.684,33.562,-6.586,2.324406e-12
2024-05-10T17:26:00Z,477.586,29.722,-6.743,2.387102e-12
2024-05-10T17:27:00Z,476.611,25.879,-6.906,2.459100e-12
2024-05-10T17:28:00Z,475.775,22.033,-7.075,2.523963e-12
2024-05-10T17:29:00Z,475.095,18.186,-7.248,2.528806e-12
2024-05-10T17:30:00Z,474.585,14.336,-7.425,2.511703e-12
2024-05-10T17:31:00Z,474.256,10.485,-7.604,2.512344e-12
2024-05-10T17:32:00Z,474.116,6.632,-7.785,2.548424e-12
2024-05-10T17:33:00Z,474.170,2.780,-7.966,2.597662e-12
2024-05-10T17:34:00Z,474.422,-1.073,-8.149,2.641517e-12
2024-05-10T17:35:00Z,474.869,-4.925,-8.331,2.621414e-12
2024-05-10T17:36:00Z,475.510,-8.777,-8.512,2.585090e-12
2024-05-10T17:37:00Z,476.336,-12.626,-8.692,2.516017e-12
2024-05-10T17:38:00Z,477.338,-16.474,-8.870,2.442577e-12
2024-05-10T17:39:00Z,478.504,-20.320,-9.044,2.326828e-12
2024-05-10T17:40:00Z,479.819,-24.163,-9.215,2.186437e-12
2024-05-10T17:41:00Z,481.264,-28.003,-9.382,2.041139e-12
2024-05-10T17:42:00Z,482.821,-31.839,-9.541,1.910987e-12
2024-05-10T17:43:00Z,484.468,-35.672,-9.694,1.778618e-12
2024-05-10T17:44:00Z,486.184,-39.501,-9.836,1.681958e-12
2024-05-10T17:45:00Z,487.943,-43.326,-9.965,1.630903e-12
2024-05-10T17:46:00Z,489.724,-47.147,-10.079,1.605948e-12
2024-05-10T17:47:00Z,491.500,-50.964,-10.171,1.611598e-12
2024-05-10T17:48:00Z,493.250,-54.777,-10.236,1.588112e-12
2024-05-10T17:49:00Z,494.949,-58.586,-10.261,1.549363e-12
2024-05-10T17:50:00Z,496.575,-62.390,-10.232,1.490179e-12
2024-05-10T17:51:00Z,498.108,-66.191,-10.122,1.345928e-12
2024-05-10T17:52:00Z,499.528,-69.987,-9.884,1.358451e-12
2024-05-10T17:53:00Z,500.818,-73.779,-9.429,1.271259e-12
2024-05-10T17:54:00Z,501.964,-77.565,-8.559,1.370628e-12
2024-05-10T17:55:00Z,502.952,-81.340,-6.731,1.253576e-12
2024-05-10T17:56:00Z,503.773,-85.085,-1.753,1.191736e-12
2024-05-10T17:57:00Z,504.419,-88.560,31.088,1.308595e-12
2024-05-10T17:58:00Z,504.887,-87.046,145.657,1.489047e-12
2024-05-10T17:59:00Z,505.175,-83.359,156.778,1.578351e-12
2024-05-10T18:00:00Z,505.284,-79.598,159.754,1.562157e-12
2024-05-10T18:01:00Z,505.218,-75.820,161.026,1.574510e-12
2024-05-10T18:02:00Z,504.985,-72.036,161.666,1.519129e-12
2024-05-10T18:03:00Z,504.594,-68.248,162.005,1.365060e-12
2024-05-10T18:04:00Z,504.056,-64.456,162.176,1.009546e-12
2024-05-10T18:05:00Z,503.386,-60.662,162.245,8.156884e-13
2024-05-10T18:06:00Z,502.600,-56.864,162.246,8.316043e-13
2024-05-10T18:07:00Z,501.714,-53.064,162.201,8.173016e-13
2024-05-10T18:08:00Z,500.748,-49.260,162.123,7.116471e-13
2024-05-10T18:09:00Z,499.721,-45.452,162.020,7.584934e-13
2024-05-10T18:10:00Z,498.654,-41.642,161.898,1.047142e-12
2024-05-10T18:11:00Z,497.567,-37.828,161.762,9.732261e-13
2024-05-10T18:12:00Z,496.482,-34.012,161.615,6.997636e-13
2024-05-10T18:13:00Z,495.418,-30.192,161.459,5.931991e-13
2024-05-10T18:14:00Z,494.393,-26.369,161.296,5.613677e-13
2024-05-10T18:15:00Z,493.427,-22.543,161.127,5.566127e-13
2024-05-10T18:16:00Z,492.535,-18.715,160.954,5.637647e-13
2024-05-10T18:17:00Z,491.732,-14.885,160.778,5.763619e-13
2024-05-10T18:18:00Z,491.031,-11.053,160.599,5.879155e-13
2024-05-10T18:19:00Z,490.442,-7.219,160.418,6.040950e-13
2024-05-10T18:20:00Z,489.972,-3.385,160.236,6.070328e-13
2024-05-10T18:21:00Z,489.627,0.450,160.053,6.165038e-13
2024-05-10T18:22:00Z,489.410,4.286,159.871,6.425936e-13
2024-05-10T18:23:00Z,489.319,8.121,159.689,6.583739e-13
2024-05-10T18:24:00Z,489.352,11.956,159.509,6.647921e-13
2024-05-10T18:25:00Z,489.504,15.790,159.330,6.762876e-13
